51308652184,fcd,195,149
51308655277,cfd,161,220
51308684024,gae,267,176
51308705869,dgb,236,218
51308744731,bea,252,202
51308755989,fge,297,206
51308764705,cdd,199,95
51308770392,dgd,2,111
51308770787,fgg,249,150
51308775605,bec,236,241
51308793870,caa,36,226
51308794916,bae,199,279
51308818200,gaf,91,191
51308835253,bgc,289,301
51308843854,eef,200,73
51308846735,dcd,12,85
51308859321,bed,18,211
51308876282,bdb,85,224
51308878496,eff,136,130
51308879430,gfc,128,82
51308883714,bcb,283,56
51308888218,gfb,195,103
51308891241,gbb,46,236
51308920737,cfc,15,32
51308922705,bfa,261,200
51308940026,dbg,176,150
51308943284,bbc,286,202
51308944700,gba,294,101
51308949244,aad,121,71
51308966263,ffa,125,72
51308981786,ebg,243,143
51308984065,dcc,238,286
51309006554,fgd,299,213
51309014982,ecf,4,283
51309023511,aac,208,13
51309028525,dce,94,162
51309034009,ggg,57,60
51309036246,gec,99,18
51309049683,gef,121,230
51309049832,bge,120,320
51309068887,aec,238,45
51309073789,bee,248,223
51309079990,ada,144,275
51309085052,gcd,217,275
51309090215,caf,194,83
51309094994,abg,193,138
51309109434,ace,38,225
51309114282,age,148,219
51309126239,cff,102,139
51309126692,fgd,36,227
51309129427,gee,140,50
51309136835,ceg,34,95
51309176442,aed,239,38
51309183151,cfb,202,131
51309185304,fcd,222,128
51309195330,dbd,96,123
51309208433,ddf,55,207
51309226953,fba,25,191
51309231674,ege,15,182
51309257033,dcg,249,10
51309259682,cgc,20,118
51309260265,cae,140,276
51309271693,ged,86,122
51309278249,cda,292,308
51309292634,aga,145,170
51309301512,gbd,164,274
51309307313,fdb,82,238
51309346503,bfc,7,193
51309358206,egb,291,58
51309405628,add,247,179
51309409608,eag,8,154
51309427624,cbg,148,166
51309432756,geb,148,83
51309433357,ffb,189,253
51309476388,edb,158,163
51309482470,gdd,250,49
51309491742,eab,105,107
51309499681,bab,62,225
51309543467,baf,215,222
51309544789,eed,5,210
51309548733,efc,249,177
51309551007,eee,97,134
51309567433,dde,134,213
51309602735,ebc,130,16
51309604155,gag,7,232
51309604674,ace,208,256
51309606568,abe,138,63
51309608660,eea,201,269
51309673454,dda,182,24
51309692959,bgf,125,234
51309704010,adf,182,63
51309721564,gag,76,243
51309728498,fbg,247,138
51309736920,cad,149,124
51309749626,def,42,279
51309760825,bag,74,224
51309790220,bgb,67,91
51309803825,gab,257,168
51309815716,ecb,248,322
51309818346,ceb,9,18
51309821936,egd,75,34
51309830313,bdc,118,265
51309831169,acc,100,239
51309832683,efb,21,117
51309841754,aeb,192,130
51309842575,bde,241,241
51309845384,ccb,113,37
51309848130,ffc,148,284
51309854021,dad,158,7
51309854476,ebe,297,21
51309880357,ecc,287,236
51309897517,bba,44,41
51309913377,bfg,190,33
51309913610,bdd,241,88
51309929483,cda,196,246
51309929511,bcd,84,67
51309935492,ecc,186,257
51309943431,acc,75,243
51309950809,aec,119,39
51309954973,cee,105,132
51309956885,fff,188,85
51309978505,gcd,199,305
51310026912,dec,264,92
51310040739,ffe,51,63
51310042619,ggf,79,254
51310065699,gba,99,96
51310088001,faf,231,137
51310108488,adf,171,66
51310113089,cce,120,134
51310123078,bdg,136,26
51310136111,dfc,169,190
51310144833,eeg,163,234
51310178781,ccf,163,113
51310202529,fdg,49,122
51310212275,bfd,148,179
51310220813,bcb,263,45
51310252117,geg,44,10
51310268662,dfb,224,85
51310271471,dcb,187,85
51310275440,ebd,129,228
51310275968,aaf,117,269
51310296614,bda,150,120
51310297153,bac,85,310
51310323175,cea,234,68
51310328841,cde,193,37
51310346943,abf,164,91
51310410905,adg,140,198
51310512007,aee,269,231
51310526696,agc,192,122
51310533551,feb,42,221
51310544219,fef,134,203
51310560121,dga,195,14
51310576044,feg,291,96
51310577796,dce,214,184
51310598362,dfg,70,272
51310608577,fae,218,38
51310615965,abc,297,51
51310617129,adb,169,115
51310623735,cdd,95,110
51310628394,fcb,103,19
51310640759,ccd,265,59
51310662873,daa,18,209
51310682718,aab,34,60
51310685872,ada,265,236
51310698034,gad,243,158
51310702883,feg,146,98
51310719217,bae,201,301
51310733781,cdc,59,143
51310804613,ggb,294,49
51310816525,fae,40,42
51310826943,gaf,283,173
51310827675,ece,94,41
51310836190,gbd,48,241
51310852753,bdc,275,225
51310909854,cba,273,281
51310913040,cgb,271,244
51310937221,eaa,117,20
51310947143,dce,180,165
51310956552,fdf,244,21
51310963222,eed,157,249
51310984759,dag,29,51
51310996794,deb,226,254
51311004582,fae,273,34
51311007481,afd,298,242
51311012036,fda,84,58
51311017288,ddc,110,200
51311023629,acf,196,197
51311040223,bbc,139,220
51311109485,ggc,75,306
51311138473,bbf,276,155
51311141140,fed,129,178
51311149788,acc,21,218
51311154665,eed,167,258
51311196452,aaa,155,167
51311212805,dea,42,209
51311216297,bbe,106,139
51311225086,ege,14,207
51311229991,aec,290,39
51311237036,eeb,227,111
51311274356,dac,196,331
51311276882,acg,93,29
51311307959,dbb,200,189
51311310598,cca,244,104
51311317718,bce,37,90
51311321712,fee,268,13
51311343055,gcc,269,153
51311350537,aef,6,308
51311368634,bec,151,245
51311404611,aac,205,13
51311428997,gfa,133,284
51311440078,fbc,172,99
51311456974,beb,12,83
51311460390,gbg,135,357
51311484475,adf,79,60
51311529648,dcf,198,172
51311565876,cfa,63,44
51311573436,bdf,207,127
51311575037,bdd,221,100
51311602318,fde,145,144
51311610544,gcg,141,145
51311615608,aab,48,60
51311661434,dga,167,11
51311687034,efd,225,65
51311703503,abe,45,66
51311704015,gag,72,230
51311734566,fee,154,13
51311765744,fda,171,58
51311766641,gdf,233,286
51311784870,edf,168,38
51311826700,bde,294,250
51311836374,aff,111,225
51311847041,ebb,212,116
51311874103,fca,34,222
51311876734,afg,244,111
51311887119,ddg,251,221
51311941978,fde,60,168
51311976045,cdg,280,322
51311990068,dgc,83,153
51311993999,cga,60,266
51312008331,ccd,99,64
51312028751,aad,229,72
51312061331,cgc,94,135
51312066341,ecg,277,134
51312076898,fgf,209,50
51312080436,gbe,52,27
51312081352,bag,125,203
51312100469,fdc,141,191
51312104192,bff,23,297
51312109764,fce,98,108
51312147201,agb,295,167
51312231948,gff,161,280
51312236405,cbb,26,100
51312247771,bgf,81,278
51312264098,cbd,295,211
51312266024,dad,52,6
51312278279,fec,130,224
51312279698,bbb,299,257
51312281177,cgg,216,131
51312301713,gdg,209,182
51312303695,abd,203,276
51312338476,fea,125,84
51312352229,bfc,167,179
51312382155,bfc,119,157
51312386657,bgg,192,49
51312386976,cgc,132,135
51312387220,ced,121,39
51312404227,ace,210,230
51312454143,dbd,42,138
51312459130,gbd,69,279
51312462380,fda,45,64
51312468063,efc,164,173
51312488968,dgd,99,89
51312494051,abe,202,71
51312496942,cfg,124,134
51312502842,dbe,234,164
51312518572,eaf,108,83
51312544174,bfe,241,127
51312554280,agd,93,172
51312554848,gea,276,9
51312558959,dac,273,268
51312559614,abd,220,256
51312572645,cbc,57,54
51312599091,fge,228,199
51312599268,gde,132,177
51312616425,fgg,38,168
51312658560,abe,174,56
51312713800,afb,294,145
51312724446,cbb,34,113
51312736196,cab,135,124
51312761600,daf,199,248
51312765177,gbb,29,228
51312771273,dbc,96,156
51312788521,cfd,9,182
51312804347,fda,127,67
51312806139,eae,127,119
51312807470,ega,288,115
51312829229,bce,85,80
51312835212,efa,117,55
51312843962,dab,181,129
51312875356,cca,111,115
51312878624,ggb,260,53
51312893193,fcf,110,163
51312896720,adb,149,108
51312898590,afg,141,88
51312905719,acb,160,42
51312906013,gdc,55,186
51312910975,egd,183,34
51312913528,faa,80,270
51312933950,abb,4,114
51312958101,ade,14,10
51312966188,dea,195,179
51312968555,ebf,222,16
51312988646,eff,43,140
51313018350,egg,90,260
51313020947,bfe,133,144
51313024748,dfb,201,78
51313049304,fcc,260,221
51313050544,fda,177,75
51313071772,gag,32,241
51313078882,abf,280,73
51313084233,aad,126,82
51313087414,eac,271,279
51313089011,bdd,297,103
51313104645,aeg,219,185
51313109174,ecg,247,140
51313111141,ede,66,81
51313145160,bgd,248,66
51313146261,eeb,241,98
51313154885,aef,228,249
51313159792,eee,202,150
51313197922,bbc,79,228
51313202657,abe,230,45
51313221883,gbc,100,29
51313234484,fdc,6,204
51313234888,ebe,135,22
51313248084,gcg,282,143
51313251709,cdd,161,92
51313270463,fga,166,121
51313283807,gcd,21,323
51313321326,edc,97,124
51313325844,bcb,10,42
51313329824,cbe,285,135
51313335968,aba,109,248
51313336846,efg,26,201
51313371217,bcg,272,200
51313374018,fee,176,12
51313383135,fag,257,55
51313385610,dde,173,219
51313392036,fea,294,69
51313392629,gdb,190,30
51313400303,fgc,84,298
51313408105,ggc,78,263
51313430474,afa,130,135
51313439138,eba,192,299
51313439889,bdb,202,257
51313460060,dag,136,49
51313473613,fef,211,178
51313476684,aeg,93,160
51313479404,cbd,187,229
51313484643,cbg,241,142
51313508673,fbf,218,63
51313560913,bfb,182,216
51313563187,ece,147,34
51313563931,aeg,182,128
51313564092,gab,99,166
51313588276,fba,45,219
51313599214,fdg,29,113
51313600029,gcf,32,105
51313601479,eee,70,163
51313662199,eac,258,287
51313691250,caa,294,239
51313699644,dbb,202,207
51313700040,ceb,245,19
51313702409,egf,137,5
51313718160,gfd,109,265
51313770077,cde,195,32
51313777779,eda,160,24
51313788724,ggd,113,104
51313798642,ded,299,178
51313805052,eec,58,123
51313822190,faf,132,163
51313835536,gag,83,279
51313857041,agf,39,285
51313910212,aca,199,59
51313918311,cca,193,113
51313929478,dff,278,33
51313959982,gfb,202,110
51314016891,ddb,221,330
51314055019,bga,143,114
51314060571,dbe,145,147
51314101086,fba,276,249
51314102378,cag,128,44
51314144795,eda,214,27
51314147987,aea,234,100
51314171156,dae,66,71
51314179848,adb,96,128
51314204563,eag,89,143
51314206112,afe,2,131
51314257570,agd,251,156
51314263008,eed,256,278
51314265655,ffa,3,58
51314284035,cac,133,147
51314285537,dge,75,36
51314300655,afg,96,99
51314307595,cge,276,296
51314339193,dgf,52,171
51314341655,adc,63,231
51314348103,ecb,270,376
51314348583,dce,141,169
51314360574,dbf,105,15
51314434390,aac,154,14
51314446637,dfd,58,26
51314446810,ceg,277,79
51314456277,caf,185,87
51314466615,edg,124,249
51314483560,eeb,78,114
51314497375,gca,17,168
51314504782,gef,188,246
51314526410,fac,199,131
51314543085,bab,145,182
51314566109,bee,231,254
51314572346,dba,68,49
51314585513,bbg,235,232
51314611977,egb,113,67
51314614174,gac,165,86
51314635794,beb,179,72
51314650107,gcb,160,167
51314662910,geb,169,83
51314665949,acd,237,32
51314681921,bca,217,83
51314692988,bcg,228,204
51314728350,cfg,227,119
51314728403,agf,198,285
51314738714,fgb,295,215
51314740358,dad,124,6
51314755134,feb,257,216
51314758027,egd,117,34
51314794266,bad,79,11
51314827276,cgg,100,145
51314835217,fcc,82,232
51314840682,cdb,31,192
51314887241,dba,177,54
51314888292,gga,74,169
51314893733,ecd,105,53
51314896963,edc,69,137
51314911556,beg,56,171
51314922845,efe,123,100
51314927651,bdf,134,148
51314945292,beb,37,77
51314949463,gad,274,142
51314966637,fbf,120,51
51314973429,bgg,291,51
51315000968,adg,8,170
51315001426,faf,206,169
51315087711,dee,261,252
51315096760,gab,31,192
51315107032,bfa,156,174
51315137517,gda,160,146
51315143683,bec,55,227
51315161579,eef,206,81
51315166578,agg,189,23
51315189331,cbd,287,233
51315195035,ada,137,210
51315206621,gfe,158,252
51315241662,bgd,40,53
51315252540,fae,35,36
51315318975,ffe,102,60
51315329924,cga,30,220
51315333420,fbb,185,77
51315347270,cfd,188,200
51315350889,dfg,16,277
51315365075,dbg,63,141
51315379142,ace,169,230
51315427321,baa,198,223
51315432268,efc,194,166
51315445114,ede,237,82
51315472359,egb,54,73
51315481781,gce,27,47
51315496978,cdf,20,53
51315512122,ffb,223,273
51315524516,bba,221,36
51315536048,afd,157,208
51315548055,ebc,201,16
51315549846,fge,4,234
51315551568,abg,241,131
51315573922,eea,28,274
51315579346,gaa,184,291
51315580470,dbf,84,15
51315584139,fda,294,68
51315594207,ebg,181,158
51315611793,age,59,188
51315624173,cgd,299,308
51315626604,cad,52,112
51315628356,cce,147,128
51315654378,agf,190,273
51315664818,acd,30,34
51315717271,fab,3,197
51315731690,eef,227,94
51315739172,ccg,66,156
51315757099,dfd,277,26
51315762731,cff,4,143
51315767194,fbg,247,126
51315768926,bed,118,187
51315772271,bcc,296,39
51315798041,cbc,68,56
51315801289,bce,196,75
51315808924,bde,71,277
51315832297,afc,183,28
51315882193,egf,73,5
51315899685,fad,31,128
51315907292,bdd,194,88
51315926841,cdc,159,167
51315927295,dca,38,198
51315966249,fgf,69,52
51315967295,edb,84,171
51315975154,dgg,9,347
51315977396,fca,59,197
51315983465,aef,211,234
51316000852,ced,10,46
51316032644,dad,188,6
51316046671,fdd,70,220
51316058541,ebd,77,241
51316128957,fcd,13,152
51316149460,fga,175,136
51316156978,ece,18,31
51316172878,ged,159,101
51316192740,bfa,222,207
51316205039,bea,18,226
51316215833,edd,232,17
51316216728,fcg,287,277
51316226586,cfa,133,47
51316269669,deg,297,239
51316270997,dec,138,104
51316284934,ccf,164,106
51316286198,ddb,229,369
51316289615,aff,193,204
51316299242,aab,27,70
51316305577,gdf,226,323
51316307639,ccc,60,186
51316310655,cbf,204,158
51316339652,cgc,283,148
51316346274,ffb,94,240
51316351426,bfe,158,139
51316352919,aae,140,117
51316364422,geg,244,8
51316369904,ffc,145,292
51316371404,gab,68,209
51316376586,eaf,11,84
51316383558,cdf,7,53
51316386335,age,267,180
51316430711,fgd,181,256
51316430811,afb,161,140
51316450973,ead,53,230
51316461310,fac,107,117
51316478124,caa,298,229
51316485941,bbd,208,20
51316539087,dcb,175,79
51316550154,cgf,196,157
51316592658,cda,204,216
51316594238,cfe,69,115
51316602982,faa,228,240
51316613703,fbd,157,99
51316624245,egc,118,54
51316640833,ffd,190,90
51316645166,cdc,132,148
51316673375,bdd,228,80
51316673821,faa,222,242
51316677731,eeb,143,135
51316722438,gdf,69,284
51316737406,cgb,28,212
51316767100,eee,197,161
51316787649,ddd,48,201
51316805193,aag,252,135
51316849848,dcg,78,9
51316975822,fef,86,153
51316992810,geg,4,6
51317013404,gea,20,9
51317013962,daa,266,194
51317051862,acd,81,35
51317083900,cfc,47,32
51317103581,abc,102,59
51317104394,baf,164,255
51317113604,gde,292,194
51317118415,bgc,210,285
51317123408,egd,175,30
51317169009,abb,240,103
51317175902,afe,240,154
51317208937,dcc,108,260
51317210278,ebb,299,129
51317219931,gge,2,285
51317226264,fbe,37,243
51317227112,ecf,277,237
51317236606,gec,282,19
51317245684,cec,53,223
51317254532,abd,238,215
51317254886,gce,167,42
51317307985,bgc,48,247
51317317054,adb,204,116
51317408444,cee,215,139
51317417537,gbb,151,198
51317436726,gfg,218,51
51317439509,feg,204,94
51317447655,ddf,92,188
51317452461,gcc,140,169
51317456484,bag,87,239
51317469831,bda,293,136
51317469863,ffg,158,14
51317471784,gbf,253,58
51317473423,geg,277,6
51317473821,cfb,216,140
51317475507,bcb,128,46
51317483697,dfe,67,217
51317493928,dcf,6,187
51317496245,eae,32,98
51317497215,edb,112,174
51317508114,ccd,82,51
51317513008,dfc,187,184
51317525915,gfa,270,303
51317543638,ead,170,255
51317549671,bcc,207,31
51317583472,dga,182,11
51317603170,dfe,49,256
51317623023,cfg,84,132
51317629255,fcf,168,176
51317649957,fbb,9,69
51317660174,bcf,232,142
51317692713,bbf,78,150
51317708430,ecb,214,379
51317770428,ddd,286,229
51317787947,dfb,178,67
51317788717,dda,86,28
51317812820,cef,66,121
51317812913,bdg,209,29
51317813805,bac,298,344
51317836675,edb,276,146
51317846356,beb,232,71
51317873338,fed,85,176
51317884918,dgb,147,202
51317900882,aaf,296,298
51317905234,gcg,34,121
51317906658,gfc,85,87
51317957680,gge,133,270
51317959454,fff,267,96
51317959495,bdd,268,92
51317985258,efe,110,112
51317995262,bef,213,5
51318036494,gfg,192,60
51318056181,fdb,226,280
51318097795,dcf,225,175
51318097884,cdg,143,257
51318098252,cdd,106,90
51318100208,gba,108,103
51318116576,gcb,116,185
51318166464,bge,39,256
51318172159,dfa,166,105
51318197309,add,72,182
51318248307,bgb,185,90
51318258761,gae,191,170
51318283970,dee,231,297
51318304433,dgf,117,141
51318308813,aed,221,41
51318317294,bad,124,9
51318326198,abe,283,49
51318333954,edb,237,140
51318337610,fcg,71,254
51318338115,bdd,115,107
51318349731,bdb,62,295
51318351961,ade,122,11
